device_hours_per_day,phone_unlocks,notifications_per_day,social_media_mins,physical_activity_days,sleep_hours,sleep_quality,stress_level,digital_dependence_score,device_sleep_ratio,notification_intensity,unlock_per_hour,social_media_ratio,sleep_efficiency,screen_stress_load,activity_sleep_balance,dependence_per_hour
2.72,73.0,155,85,0.0,8.622344391442944,2.7584252661875603,7.3767854728181375,16.1,0.3154594477459523,56.98529411764706,26.838235294117645,0.5208333333333333,23.78409262312682,421.6,0.0,5.919117647058823
11.35,152.0,513,76,2.0,7.457743656822279,1.0,10.0,51.7,1.5219080357659007,45.198237885462554,13.392070484581499,0.11160058737151249,7.457743656822279,5822.55,14.915487313644558,4.5550660792951545
10.33,168.0,174,181,1.0,6.289238145185021,2.8466299613025505,3.25184149028042,40.7,1.6424882889684416,16.844143272023235,16.263310745401743,0.2920296869958051,17.90313373785056,1797.42,6.289238145185021,3.9399806389157797
9.98,229.0,643,48,4.0,6.876212364969984,2.065635770094401,9.809386333370377,57.6,1.4513804214136667,64.42885771543087,22.945891783567134,0.08016032064128256,14.203750223847415,6417.14,27.504849459879935,5.771543086172344
6.89,191.0,134,189,3.0,7.81822636588848,3.9685794043440574,1.0906679231015282,33.2,0.88127404830098,19.44847605224964,27.72133526850508,0.45718432510885343,31.02725213416471,923.26,23.45467909766544,4.818577648766329
10.25,209.0,220,92,3.0,7.722086416146208,1.9057186333757348,1.0,45.5,1.3273614730039986,21.463414634146343,20.390243902439025,0.14959349593495935,14.716123971787477,2255.0,23.166259248438624,4.439024390243903
5.1,74.0,251,95,4.0,8.316286618033967,3.0383981814798293,1.01091627529943,24.1,0.6132544769369286,49.21568627450981,14.50980392156863,0.3104575163398693,25.268190136899445,1280.1,33.26514647213587,4.725490196078432
8.99,160.0,179,113,4.0,6.526027186228225,2.0830877895108166,6.93077948280871,37.6,1.3775609177619517,19.911012235817573,17.797552836484982,0.20949202817945867,13.594287545647648,1609.21,26.1041087449129,4.1824249165739715
4.53,151.0,266,214,4.0,7.942126530495789,5.0,1.0,27.9,0.5703762062472725,58.719646799116994,33.33333333333333,0.7873436350257542,39.71063265247894,1204.98,31.768506121983155,6.158940397350992
4.75,112.0,180,49,2.0,6.847362939555244,2.937272019200896,3.1151166633296308,22.9,0.693697711356969,37.89473684210526,23.57894736842105,0.17192982456140352,20.112567567668815,855.0,13.694725879110488,4.821052631578947
6.31,148.0,210,29,3.0,7.517262864973835,2.991223125934474,5.0212851064956805,32.4,0.8394012705609919,33.28050713153724,23.454833597464344,0.07659799260433175,22.485810525438175,1325.1,22.551788594921504,5.134706814580031
4.24,99.0,169,152,6.0,10.119149019964343,3.167787489627139,1.0,20.4,0.4190075659163423,39.85849056603774,23.349056603773583,0.5974842767295597,32.05531367111577,716.5600000000001,60.71489411978606,4.811320754716981
5.97,142.0,363,302,3.0,4.382795138774295,2.9060817768495286,3.8716576167840815,33.0,1.3621444331686439,60.80402010050251,23.785594639865998,0.843104410943607,12.73676108445668,2167.11,13.148385416322885,5.527638190954774
9.88,252.0,342,193,3.0,4.274997630687789,1.9641814497446264,2.0405738617010685,51.5,2.3111123919875585,34.61538461538461,25.506072874493924,0.3255735492577597,8.396871043899184,3378.9600000000005,12.824992892063367,5.212550607287449
3.98,87.0,164,96,1.0,7.866764494731238,2.786059665142389,3.29139923386664,18.2,0.5059259118110887,41.20603015075377,21.85929648241206,0.40201005025125625,21.917275253944947,652.72,7.866764494731238,4.57286432160804
4.99,91.0,140,219,5.0,6.489747481681932,3.148625752415735,1.0,20.9,0.7689051098035565,28.056112224448896,18.236472945891784,0.7314629258517034,20.433786047498895,698.6,32.44873740840966,4.188376753507014
3.75,116.0,88,48,0.0,7.201308646379428,3.696479561012724,1.3627883155175344,18.1,0.5207386857228196,23.466666666666665,30.933333333333334,0.21333333333333335,26.619490223885762,330.0,0.0,4.826666666666667
8.25,162.0,351,110,4.0,8.098593912866969,2.021155402050149,3.8806037214841553,40.0,1.0186953548680195,42.54545454545455,19.636363636363637,0.2222222222222222,16.36851683600153,2895.75,32.394375651467875,4.848484848484849
7.83,143.0,830,52,5.0,7.204144034722242,3.1844631478143968,6.765887949429501,53.4,1.0868744381374502,123.24393358876118,18.26309067688378,0.11068539804171988,22.9413311901199,7555.95,36.02072017361121,6.819923371647509
0.82,30.0,114,116,7.0,9.693207183037408,4.298989097559562,1.0,5.6,0.08459532376806676,139.02439024390245,36.58536585365854,2.3577235772357725,41.67099200026385,93.47999999999999,67.85245028126187,6.829268292682927
8.48,159.0,222,107,1.0,6.581851418461239,1.0,10.0,36.8,1.288391283980477,26.179245283018865,18.75,0.21029874213836477,6.581851418461239,1882.5600000000002,6.581851418461239,4.339622641509433
7.42,141.0,95,24,4.0,6.636876242366801,2.052807108774644,1.0,31.0,1.1179958355459594,12.80323450134771,19.00269541778976,0.05390835579514825,13.624226730388116,704.9,26.547504969467205,4.177897574123989
6.39,152.0,371,163,6.0,7.303540361448768,4.280639867681494,9.65894477581129,36.3,0.8749181470577163,58.05946791862285,23.787167449139282,0.42514345331246745,31.263826046438503,2370.69,43.821242168692606,5.68075117370892
9.95,216.0,421,103,2.0,4.085625403545603,1.9068450655581128,8.07155955791033,50.9,2.4353676652208867,42.311557788944725,21.70854271356784,0.17252931323283083,7.790654640469808,4188.95,8.171250807091207,5.115577889447237
5.37,70.0,459,58,4.0,8.52134520806943,3.081572558809149,6.0722009355633055,27.5,0.6301821917641347,85.47486033519553,13.035381750465548,0.18001241464928616,26.259143557326595,2464.83,34.08538083227772,5.121042830540037
4.36,105.0,540,408,1.0,8.875135285269272,3.774659360721246,1.0,31.4,0.4912601171541148,123.8532110091743,24.08256880733945,2.0527522935779814,33.50061248220908,2354.4,8.875135285269272,7.20183486238532
13.15,288.0,291,52,2.0,5.88743444901853,1.0,6.994871289621429,60.3,2.233570515964247,22.129277566539923,21.901140684410645,0.06590621039290241,5.88743444901853,3826.65,11.77486889803706,4.585551330798479
6.71,73.0,830,51,0.0,6.491367009273918,2.84829155697405,3.295636611543984,44.3,1.0336805776678057,136.8107302533532,10.879284649776453,0.12667660208643813,18.48930584573479,6159.78,0.0,6.6020864381520115
5.19,134.0,472,23,3.0,8.110390257382107,1.932466992615492,9.056676538082971,33.6,0.6399198849002418,90.94412331406551,25.81888246628131,0.07385998715478484,15.673061469621187,2449.6800000000003,24.331170772146322,6.473988439306358
11.15,169.0,186,317,2.0,5.483069525993451,1.0,9.169692763852684,44.1,2.0335324852514587,16.681614349775785,15.15695067264574,0.47384155455904337,5.483069525993451,2073.9,10.966139051986902,3.9551569506726456
3.25,87.0,187,79,6.0,7.970499337627346,5.0,1.5985014966991695,18.4,0.4077536252537295,57.53846153846154,26.76923076923077,0.40512820512820513,39.85249668813673,607.75,47.82299602576408,5.661538461538461
8.23,170.0,260,408,7.0,7.213171951811996,3.335354201620388,1.703913307254896,38.6,1.1409682252109032,31.591737545565003,20.65613608748481,0.85257189145403,24.05848337648648,2139.8,50.49220366268398,4.690157958687728
6.99,147.0,327,71,4.0,7.341628127593447,3.04735553473538,9.996784595750674,36.68415185296776,0.9521048844367566,46.78111587982833,21.030042918454935,0.1692894611349547,22.372551108590834,2285.73,29.366512510373788,5.248090393843742
5.4,149.0,148,69,2.0,9.011098236437372,1.839495411342244,10.0,27.7,0.5992610288238235,27.407407407407405,27.59259259259259,0.21296296296296297,16.575873857080733,799.2,18.022196472874743,5.129629629629629
9.29,200.0,830,408,4.0,5.796751865170846,1.0464958102488733,10.0,65.9,1.6026216433064793,122.38966630785792,21.528525296017225,1.0853964836742016,6.066276539953631,10562.73,23.187007460683382,7.0936490850376765
6.76,89.0,231,73,2.0,7.840380867501858,3.922060344783249,1.179975557879838,36.68415185296776,0.8622030121036589,34.171597633136095,13.165680473372781,0.1799802761341223,30.750446888426325,1561.56,15.680761735003715,5.42664968239168
8.93,165.0,268,140,4.0,8.743549714663576,3.03157342699059,1.9666531125562907,36.68415185296776,1.0213243238068095,30.011198208286675,18.477043673012318,0.2612915266890631,26.50671297254525,2393.24,34.974198858654304,4.107967732695158
5.76,139.0,220,91,3.0,7.128288099842888,3.002403125628881,3.161893842090933,28.3,0.8080481483523307,38.19444444444444,24.131944444444446,0.26331018518518523,21.401994471351443,1267.2,21.384864299528665,4.913194444444445
3.97,63.0,272,121,5.0,7.665854330596832,4.190045201196647,3.912351350545349,19.9,0.5178809600065688,68.51385390428212,15.869017632241812,0.5079764903442485,32.120276150989795,1079.8400000000001,38.32927165298416,5.012594458438286
11.31,219.0,830,61,3.0,5.346030151961158,1.984051906029657,8.96995890363223,68.2,2.115588516808308,83.55437665782493,19.363395225464192,0.08989095195991748,10.606801312690553,10687.95,16.038090455883474,6.030061892130858
6.19,149.0,213,158,7.0,6.039086856553524,5.0,9.661883682122864,32.3,1.0249893977402738,34.41033925686591,24.071082390953148,0.42541733979536883,30.19543428276762,1318.47,42.27360799587467,5.218093699515347
4.84,108.0,821,278,4.0,7.753794078141733,4.093392214599207,7.877625213019456,39.3,0.6242105414746776,169.62809917355372,22.31404958677686,0.9573002754820937,31.73932031307081,3973.64,31.015176312566933,8.1198347107438
10.35,206.0,513,63,5.0,6.739005147140174,1.0890046205627897,8.864586148163154,53.5,1.5358350044282456,49.56521739130435,19.903381642512077,0.10144927536231885,7.338807743232072,5309.55,33.695025735700874,5.169082125603865
8.07,228.0,236,184,3.0,8.541941053464473,1.0,10.0,44.1,0.9447501392820943,29.244114002478312,28.25278810408922,0.3800082610491532,8.541941053464473,1904.52,25.62582316039342,5.4646840148698885
11.13,250.0,141,132,6.0,5.769977624245799,1.1983656912849598,9.607063540961642,48.8,1.9289502879926361,12.668463611859837,22.461814914645103,0.19766397124887689,6.914543224378067,1569.3300000000002,34.6198657454748,4.384546271338723
1.68,28.0,138,110,3.0,9.30704649250686,2.9474464020004114,1.0,8.4,0.1805083923619136,82.14285714285714,16.666666666666668,1.0912698412698414,27.432020697589895,231.84,27.92113947752058,5.0
7.79,158.0,112,118,1.0,8.163156574500988,3.772103988783096,8.271525778489607,32.1,0.954287710753141,14.377406931964057,20.282413350449293,0.2524604193410355,30.79227547573613,872.48,8.163156574500988,4.120667522464698
2.28,15.0,201,131,5.0,9.149700402193266,3.22333308568459,2.7893505688075995,12.1,0.24918848702996474,88.15789473684211,6.578947368421053,0.9576023391812867,29.492532030491155,458.28,45.748502010966334,5.30701754385965
14.52,226.0,772,93,4.0,6.560303535635955,1.1605246788126071,7.955943437607404,70.7,2.2133122226931277,53.16804407713499,15.56473829201102,0.10674931129476585,7.613394153607128,11209.44,26.24121414254382,4.869146005509642
8.09,185.0,89,76,7.0,9.195850259280643,1.2738936970153882,1.0,37.5,0.8797446426267548,11.00123609394314,22.867737948084056,0.1565718994643593,11.714535683994935,720.01,64.3709518149645,4.635352286773795
5.53,155.0,268,289,2.0,5.897911600726575,4.896741678631795,1.1413449133357043,36.68415185296776,0.9376200211815228,48.4629294755877,28.02893309222423,0.8710066305003014,28.880549552163785,1482.04,11.79582320145315,6.633662179560173
5.92,101.0,95,114,0.0,6.852174377953737,4.72299430294767,1.3747860328688473,22.1,0.8639593322445316,16.0472972972973,17.06081081081081,0.32094594594594594,32.3627805498795,562.4,0.0,3.7331081081081083
6.96,121.0,342,94,4.0,5.88208469109559,2.1072999803438006,3.041440568500621,33.2,1.1832539593549507,49.13793103448276,17.385057471264368,0.225095785440613,12.395316953926308,2380.32,23.52833876438236,4.770114942528736
7.58,147.0,217,239,4.0,7.426631658005395,2.117207296429896,1.0,33.1,1.020651130829854,28.62796833773087,19.393139841688654,0.5255057167985928,15.723718734226276,1644.8600000000001,29.70652663202158,4.366754617414248
10.28,239.0,258,111,3.0,6.622349767191112,2.8831771848066525,1.0533454435191116,50.0,1.5523190953956951,25.097276264591443,23.24902723735409,0.17996108949416345,19.09340775857506,2652.24,19.86704930157334,4.863813229571985
6.05,120.0,519,65,3.0,8.29424666282339,3.995840914744416,8.960633149973845,35.3,0.7294212778982581,85.78512396694215,19.834710743801654,0.1790633608815427,33.142490172292035,3139.95,24.88273998847017,5.8347107438016526
14.88,273.0,232,294,2.0,4.961987611931148,1.0,2.1974744393852728,64.3,2.9987982969205516,15.591397849462364,18.346774193548388,0.3293010752688172,4.961987611931148,3452.1600000000003,9.923975223862296,4.321236559139784
8.11,173.0,254,270,2.0,6.989998684288003,2.9800693390381405,8.17020435442552,37.9,1.1602291168136434,31.319358816276203,21.331689272503084,0.5548705302096177,20.83068075896362,2059.94,13.979997368576006,4.673242909987669
6.73,118.0,348,280,4.0,7.219916795087243,2.073937419848413,5.033465796912256,32.9,0.9321437062237886,51.70876671619613,17.5334323922734,0.6934125804853888,14.973655609523458,2342.04,28.87966718034897,4.888558692421991
4.37,85.0,209,39,3.0,6.632352777341717,2.930872897823003,10.0,21.0,0.6588913688260593,47.826086956521735,19.450800915331808,0.14874141876430205,19.438583003911962,913.33,19.897058332025154,4.805491990846682
7.46,162.0,123,21,0.0,8.481817782598162,2.7203203745539675,1.0,32.9,0.8795284443984887,16.487935656836463,21.715817694369974,0.04691689008042895,23.073261727255932,917.58,0.0,4.410187667560321
6.61,129.0,38,40,3.0,9.355646089287816,1.9575915118278264,4.901269830838893,27.9,0.7065252294620709,5.748865355521936,19.51588502269289,0.10085728693898134,18.314533372055028,251.18,28.06693826786345,4.220877458396369
2.2,49.0,268,308,6.0,9.65790743246457,3.2379499526757,1.0,36.68415185296776,0.22779261609039766,121.81818181818181,22.27272727272727,2.3333333333333335,31.27182091389495,589.6,57.94744459478743,16.674614478621706
6.58,114.0,294,408,1.0,8.27115961018994,2.864366717756492,3.2046897287873235,30.0,0.7955353674826372,44.680851063829785,17.325227963525837,1.279128672745694,23.691634304679823,1934.52,8.27115961018994,4.5592705167173255
2.88,36.0,258,197,2.0,9.092328561491405,3.834745366545791,1.0,14.9,0.3167505420116051,89.58333333333334,12.5,1.1400462962962965,34.86676482229112,743.04,18.18465712298281,5.173611111111112
2.97,49.0,271,99,2.0,10.615569697445762,3.9840934561899823,4.152930970034353,18.1,0.27977773069632045,91.24579124579124,16.4983164983165,0.5555555555555555,42.293421765322336,804.87,21.231139394891525,6.094276094276094
4.75,108.0,184,125,3.0,7.931462547469687,4.0523248801321765,1.0,23.3,0.5988807198636216,38.73684210526316,22.736842105263158,0.43859649122807015,32.14086301694795,874.0,23.794387642409063,4.905263157894737
4.6,67.0,63,195,2.0,10.35292813172904,2.848389552764824,2.136083455627107,16.9,0.44431874166132695,13.695652173913045,14.56521739130435,0.7065217391304348,29.489172330942047,289.79999999999995,20.70585626345808,3.6739130434782608
12.85,299.0,456,203,1.0,5.196506342553013,1.0,10.0,65.8,2.4728152248702675,35.4863813229572,23.268482490272373,0.26329442282749677,5.196506342553013,5859.599999999999,5.196506342553013,5.120622568093385
4.07,125.0,244,57,5.0,8.161141501452494,5.0,7.822991568975159,24.3,0.4987047460549035,59.95085995085994,30.71253071253071,0.2334152334152334,40.80570750726247,993.08,40.80570750726247,5.9705159705159705
11.62,177.0,67,186,4.0,8.027655429751523,1.113570947671767,1.0,42.0,1.4474961091297947,5.76592082616179,15.232358003442341,0.26678141135972466,8.93936386449081,778.54,32.11062171900609,3.6144578313253013
4.4,83.0,101,191,2.0,7.273228221432135,2.8753185796419816,3.1140118368641083,18.4,0.6049583301998488,22.954545454545453,18.863636363636363,0.7234848484848485,20.912848239060224,444.40000000000003,14.54645644286427,4.181818181818181
7.79,106.0,89,103,3.0,6.12784849052644,4.012757365469528,4.011387576768421,28.6,1.271245529657468,11.424903722721437,13.607188703465981,0.22036799315361577,24.5895691648413,693.3100000000001,18.38354547157932,3.671373555840822
4.77,93.0,314,78,1.0,8.700813455744752,3.962131002133576,1.0,24.4,0.5482246027066108,65.82809224318659,19.49685534591195,0.2725366876310273,34.47376273678726,1497.78,8.700813455744752,5.115303983228512
9.39,122.0,263,34,4.0,6.192654804906375,1.0571830174304535,6.00454051873671,38.3,1.516312517946326,28.008519701810435,12.992545260915866,0.06034788782392615,6.546769492556118,2469.57,24.7706192196255,4.078807241746539
3.85,79.0,172,250,7.0,9.342626606962863,4.259946536556166,6.600844801492735,17.5,0.41208967905563904,44.675324675324674,20.51948051948052,1.0822510822510822,39.799089856668935,662.2,65.39838624874004,4.545454545454545
12.97,245.0,372,115,1.0,6.634147259629793,1.0,3.332201403530384,59.2,1.955036494128677,28.681572860447183,18.889745566692365,0.14777692109997428,6.634147259629793,4824.84,6.634147259629793,4.56437933693138
4.35,76.0,374,123,3.0,6.982684102662538,3.984367979516001,1.1603078964512723,24.3,0.6229696111186412,85.97701149425288,17.471264367816094,0.47126436781609193,27.821582949724036,1626.8999999999999,20.948052307987613,5.586206896551725
3.09,66.0,652,72,3.0,9.711994958684649,4.94581353779113,1.0,26.7,0.31816326235186765,211.0032362459547,21.359223300970875,0.38834951456310685,48.033716145621746,2014.6799999999998,29.135984876053946,8.640776699029127
6.77,102.0,210,256,5.0,7.622802554295504,3.153890915325362,6.867011266892613,27.5,0.8881248007906299,31.0192023633678,15.066469719350074,0.6302314130969966,24.04148772531155,1421.6999999999998,38.11401277147752,4.062038404726736
4.54,87.0,209,71,5.0,8.492802363743372,3.069089608948276,7.850400360845813,21.4,0.5345703109001708,46.0352422907489,19.162995594713657,0.26064610866372984,26.065171485416144,948.86,42.46401181871686,4.713656387665198
13.23,193.0,265,129,0.0,5.28086386194158,2.6991097506004262,8.426046771456193,53.4,2.5052719300996737,20.0302343159486,14.588057445200302,0.16250944822373392,14.253631141359943,3505.9500000000003,0.0,4.036281179138322
3.1,68.0,236,125,2.0,8.849264246882992,2.930067969952116,1.0,19.3,0.3503116093625438,76.12903225806451,21.93548387096774,0.6720430107526881,25.92894572743429,731.6,17.698528493765984,6.225806451612903
10.0,295.0,830,40,0.0,6.040897977123207,1.6446429013737476,6.435583662408763,73.45,1.6553830304484292,119.8,29.5,0.06666666666666667,9.935119975998715,11980.0,0.0,7.8
8.0,180.0,257,104,5.0,6.264725943017468,2.1769680415343897,1.0,39.5,1.2769912160190553,32.125,22.5,0.21666666666666667,13.63810816692042,2056.0,31.32362971508734,4.9375
12.69,136.0,431,47,3.0,5.005489453507909,2.871441306455849,9.008492263482722,36.68415185296776,2.5352166092581996,33.96375098502758,10.717100078802208,0.0617283950617284,14.372969175831726,5469.389999999999,15.016468360523728,2.8907921081928887
6.14,147.0,165,70,1.0,10.439114124295322,4.725704858603803,1.0,28.7,0.5881725141513837,26.87296416938111,23.9413680781759,0.19001085776330076,49.33217233670199,1013.0999999999999,10.439114124295322,4.6742671009771986
14.89,284.0,491,35,2.0,3.782916723160623,1.0,10.0,71.6,4.2040834268670695,32.975151108126255,19.073203492276694,0.03917618088202372,3.5417946049410816,7310.990000000001,7.083589209882163,4.808596373404969
8.38,181.0,596,164,4.0,7.087314262668225,2.06626821047886,1.0,47.8,1.18239430190656,71.1217183770883,21.599045346062052,0.32617342879872707,14.644292158624776,4994.4800000000005,28.3492570506729,5.704057279236276
7.63,109.0,368,266,7.0,8.35197510444942,3.3578421292845366,2.5731321349971914,35.8,0.9135563629655942,48.23066841415466,14.285714285714286,0.581039755351682,28.04461386845588,2807.84,58.46382573114593,4.692005242463957
11.68,301.0,268,138,7.0,8.026980491014573,2.294460087286147,9.624509575659076,36.68415185296776,1.455092610860912,22.945205479452056,25.77054794520548,0.1969178082191781,18.4175863580575,3130.24,56.188863437102015,3.1407664257677874
3.91,73.0,93,216,2.0,8.035344806637664,2.879828050765577,6.223509367707203,15.3,0.48660015146706737,23.785166240409207,18.67007672634271,0.9207161125319692,23.140411371728643,363.63,16.070689613275327,3.9130434782608696
5.73,122.0,95,100,0.0,5.7988608303312,3.7613655063501,10.0,23.7,0.988125110716398,16.57940663176265,21.291448516579404,0.29086678301337987,21.811635103332474,544.35,0.0,4.136125654450261
11.44,266.0,436,251,3.0,4.343545514383894,1.0,8.06555100414187,59.3,2.633793052729803,38.11188811188811,23.251748251748253,0.3656759906759907,4.343545514383894,4987.84,13.030636543151683,5.183566433566433
4.14,76.0,768,2,4.0,8.082853922302787,3.058895776305213,3.978738133474146,34.1,0.5121953260316404,185.50724637681162,18.357487922705314,0.008051529790660227,24.724607723424022,3179.5199999999995,32.33141568921115,8.23671497584541
8.22,156.0,828,128,5.0,6.499559365198071,3.071837349036883,1.0,51.1,1.2647011186656805,100.72992700729927,18.97810218978102,0.259529602595296,19.96558921029789,6806.160000000001,32.497796825990356,6.21654501216545
4.57,129.0,380,321,0.0,8.81081602671319,1.7365159697946306,4.344820771438518,28.8,0.5186806745418795,83.15098468271334,28.22757111597374,1.1706783369803062,15.30012273730993,1736.6000000000001,0.0,6.301969365426696
4.61,76.0,483,35,7.0,9.183099101465224,3.285087132835697,5.521994467546694,27.5,0.5020091745785956,104.77223427331886,16.485900216919738,0.12653651482284886,30.16728069777846,2226.63,64.28169371025658,5.96529284164859
9.74,200.0,124,319,5.0,7.988631830536311,2.0915962658621803,1.0,40.0,1.21923255528802,12.73100616016427,20.533880903490758,0.5458590006844627,16.708992506097502,1207.76,39.94315915268155,4.1067761806981515
10.66,301.0,181,74,3.0,6.9068750638647085,1.0,9.994897240182697,53.1,1.5433897242141874,16.97936210131332,28.23639774859287,0.11569731081926203,6.9068750638647085,1929.46,20.720625191594124,4.981238273921201
5.89,79.0,355,108,3.0,6.42092207902342,1.9799678573991168,1.0,26.9,0.9173137327490868,60.2716468590832,13.412563667232599,0.30560271646859083,12.713219331330684,2090.95,19.26276623707026,4.567062818336163
3.73,103.0,199,42,1.0,5.646633030151687,3.871043788164575,4.106609396176411,20.2,0.660570640961203,53.35120643431635,27.613941018766756,0.1876675603217158,21.8583637154136,742.27,5.646633030151687,5.415549597855228
6.17,126.0,465,112,4.0,7.65658287500988,2.9716433481847533,1.0,36.2,0.8058425149603097,75.3646677471637,20.421393841166935,0.302539168017288,22.752633570348404,2869.05,30.62633150003952,5.867098865478121
7.62,181.0,505,43,3.0,6.555820071633935,3.9682379293562815,9.907563290380976,44.7,1.16232598160688,66.27296587926509,23.753280839895012,0.09405074365704287,26.015053866292995,3848.1,19.667460214901805,5.866141732283465
6.16,128.0,102,73,3.0,8.292195447689256,4.934027254755961,1.0,26.3,0.7428671983022995,16.558441558441558,20.77922077922078,0.1975108225108225,40.91391834066209,628.32,24.876586343067768,4.26948051948052
5.09,92.0,417,49,1.0,7.079677620003456,2.855759190456433,3.2973641601643804,28.8,0.7189592906911932,81.9253438113949,18.074656188605108,0.160445317616241,20.217854428793594,2122.5299999999997,7.079677620003456,5.658153241650295
4.59,107.0,632,191,5.0,8.589184595203303,4.169505265194258,1.8820074842798016,34.0,0.534392985634902,137.69063180827888,23.311546840958606,0.6935366739288309,35.81265039342558,2900.88,42.94592297601652,7.407407407407407
4.79,38.0,807,84,7.0,8.779849710423415,3.3169729413815983,4.559091735971651,33.9,0.5455674251819281,168.4759916492693,7.933194154488517,0.2922755741127349,29.12252391887153,3865.53,61.458947972963905,7.077244258872651
10.57,134.0,353,75,5.0,6.264613453394533,2.096617999031178,1.0,36.68415185296776,1.687254940569806,33.39640491958372,12.677388836329234,0.11825922421948912,13.134501323359844,3731.21,31.323067266972664,3.470591471425521
10.67,157.0,300,254,7.0,7.851152824898647,1.335852478275172,6.5414205057166175,44.6,1.359036085269139,28.116213683223993,14.71415182755389,0.39675101530771634,10.487981958457976,3201.0,54.95806977429053,4.179943767572634
6.75,65.0,295,144,0.0,6.5912760011050056,2.6558798975136937,1.312946331707292,26.8,1.0240809213372926,43.7037037037037,9.62962962962963,0.35555555555555557,17.50563743029923,1991.25,0.0,3.9703703703703703
7.04,107.0,612,196,0.0,7.399403274688606,1.6456209087712217,3.378115295544419,39.3,0.9514280731369206,86.93181818181819,15.198863636363637,0.46401515151515155,12.176612741257816,4308.4800000000005,0.0,5.582386363636363
6.45,121.0,306,48,2.0,7.851748108864345,1.8283621811492805,10.0,32.1,0.8214731179058303,47.44186046511628,18.759689922480618,0.12403100775193798,14.355839298157951,1973.7,15.70349621772869,4.976744186046512
7.17,133.0,125,60,3.0,7.121452070438077,2.9703666342247894,2.0177422971311003,36.68415185296776,1.0068171391286127,17.433751743375176,18.549511854951184,0.1394700139470014,21.15332361726031,896.25,21.36435621131423,5.11633917056733
12.73,282.0,79,408,2.0,6.489214996638062,1.0,7.026615823944759,55.2,1.9617164798200042,6.205813040062844,22.152395915161037,0.764598062319979,6.489214996638062,1005.6700000000001,12.978429993276125,4.3362136684996075
6.76,161.0,564,185,4.0,5.228875723257589,4.903123394637417,4.021403135400634,41.8,1.2928209347053519,83.4319526627219,23.816568047337277,0.4561143984220908,25.63782288635593,3812.64,20.915502893030357,6.183431952662722
8.38,199.0,195,260,2.0,7.718150271095561,1.9582928727383653,4.18459768592785,40.7,1.08575237662618,23.269689737470166,23.74701670644391,0.5171042163882259,15.114398666610118,1634.1000000000001,15.436300542191121,4.856801909307876
2.96,67.0,223,117,0.0,7.496940012142867,1.7389420537597815,3.4202505044791627,15.9,0.39482775575176793,75.33783783783784,22.635135135135137,0.6587837837837838,13.036744261629599,660.08,0.0,5.371621621621622
8.96,184.0,268,279,2.0,7.240334662567964,1.0,1.2470263844435137,36.68415185296776,1.2375118578872588,29.91071428571428,20.535714285714285,0.5189732142857143,7.240334662567964,2401.28,14.480669325135928,4.094213376447294
5.11,76.0,169,408,5.0,6.276548624409957,4.1368570104491305,3.758236754043475,22.3,0.8141417052242432,33.07240704500978,14.872798434442268,1.7058056099151988,25.965184178315177,863.59,31.38274312204978,4.36399217221135
8.82,143.0,274,0,2.0,8.061232232637723,1.9467820018782973,4.115120799831923,40.4,1.0941255313660652,31.065759637188208,16.21315192743764,0.0,15.693461823460321,2416.6800000000003,16.122464465275446,4.580498866213151
6.76,118.0,203,280,3.0,5.60120663017127,3.0020124255064475,1.885692750938577,36.68415185296776,1.2068828104977976,30.02958579881657,17.45562130177515,0.6903353057199212,16.81489190160325,1372.28,16.80361989051381,5.42664968239168
6.94,174.0,522,79,3.0,7.641258471281305,3.0269940278688328,1.0,42.8,0.9082273588942325,75.21613832853025,25.072046109510087,0.1897214217098943,23.130043757970636,3622.6800000000003,22.923775413843916,6.1671469740633995
5.66,107.0,241,43,3.0,7.581262499055415,2.903728043271279,1.0,25.9,0.746577499553037,42.579505300353354,18.90459363957597,0.1266195524146054,22.01392452190811,1364.06,22.743787497166245,4.575971731448763
5.92,113.0,830,160,5.0,8.976582255343668,3.111109400177731,6.907352016080325,51.9,0.6594937618352334,193.75,19.08783783783784,0.45045045045045046,27.927129436068302,6790.24,44.882911276718346,8.766891891891891
6.76,169.0,408,408,0.0,6.464345259094685,1.6861518324246836,1.2577651831853498,36.68415185296776,1.0457362237094867,60.35502958579882,25.0,1.5162721893491125,10.89986760404832,2758.08,0.0,5.42664968239168
3.81,90.0,439,49,5.0,8.160820039270762,3.217688672186867,9.903964858138572,26.1,0.4668648471190226,115.22309711286088,23.62204724409449,0.21434820647419073,26.258978196117113,1672.59,40.80410019635381,6.850393700787402
7.1,123.0,300,83,4.0,3.875985951216357,3.083893160512224,5.0793739123481165,32.8,1.8317919851520326,42.25352112676057,17.323943661971832,0.19483568075117372,11.95312656519759,2130.0,15.503943804865427,4.619718309859155
4.41,108.0,587,301,7.0,7.759529595939946,1.433929428576049,4.606405607906872,33.4,0.5683334209212199,133.10657596371883,24.489795918367346,1.1375661375661374,11.126617839525109,2588.67,54.31670717157962,7.573696145124716
5.59,128.0,800,116,4.0,6.169951133929495,3.028544541667032,9.849896122488977,42.3,0.9060039340116883,143.11270125223615,22.898032200357783,0.345855694692904,18.685971829014488,4472.0,24.67980453571798,7.567084078711986
