age,gender,education_level,device_hours_per_day,phone_unlocks,notifications_per_day,social_media_mins,study_mins,physical_activity_days,sleep_hours,sleep_quality,stress_level,productivity_score,digital_dependence_score
34,female,master,6.47,126,423,99,0,3.0,8.083207903147096,2.936987198192176,3.0751231221721937,70.0,35.5
27,female,master,11.27,244,290,30,288,3.0,5.678129929239427,1.0,10.0,58.0,53.2
22,female,bachelor,6.76,179,679,137,249,3.0,6.045142380240617,1.926962099975959,1.0930339511421745,67.0,36.68415185296776
32,male,bachelor,8.04,173,371,42,268,7.0,7.27063208470421,3.253169237377893,9.417726030463555,65.29930112427833,42.1
21,female,high school,7.89,221,180,61,34,0.0,7.058190381909209,2.66374688146354,1.3657051428365732,59.0,39.8
47,male,high school,12.08,203,63,109,137,6.0,7.0220357462562975,1.1864977715333422,9.63414692318834,51.0,47.9
25,male,bachelor,6.93,155,121,26,0,3.0,7.886945592316226,1.037620476227331,2.130311706148685,56.0,30.9
49,male,high school,4.97,119,238,29,102,3.0,7.86929969835998,3.929743692735986,3.025507075927805,51.0,28.5
30,male,high school,12.31,322,78,81,94,3.0,5.267151178197745,1.0,10.0,55.0,57.2
30,female,high school,12.19,223,119,591,225,5.0,6.651589230932541,1.1415057592587277,9.703848034146828,76.0,49.0
37,female,master,7.54,140,130,299,114,4.0,6.38926693595951,3.0333851966479166,4.012113113337171,56.0,32.4
21,female,bachelor,7.86,137,203,351,63,4.0,8.11290981464479,3.1633327400053752,9.980952891838047,91.0,32.3
24,female,master,3.83,117,112,373,142,3.0,7.444448113415844,4.963913976507322,1.0,70.0,19.6
23,male,bachelor,10.58,203,77,86,6,6.0,4.61483758758617,1.2284552228422778,1.6526990977846154,67.0,42.0
33,female,master,4.03,106,177,66,123,5.0,7.255272958597683,2.178998101174617,2.762362596492081,56.0,22.0
22,male,bachelor,12.59,277,524,68,158,5.0,4.137965389156949,1.1780385552277934,9.842141740442804,72.0,64.2
18,male,bachelor,6.45,103,204,359,220,2.0,7.082666590394702,2.9038201102222456,1.0882324856543206,59.0,26.7
29,female,bachelor,8.44,170,214,123,0,3.0,8.006868853656252,1.9639840004068343,2.072070937359341,66.0,38.2
41,female,high school,6.95,140,286,138,0,1.0,8.482088274440375,1.9134725143665807,10.0,91.0,34.3
24,female,bachelor,12.97,304,1203,132,227,5.0,4.351246488350072,2.1268216481689377,9.785250219574603,65.29930112427833,85.1
23,female,bachelor,6.48,159,1203,283,38,2.0,8.090787668625195,2.8700712259229526,10.0,76.0,56.9
40,male,bachelor,5.54,117,969,126,47,5.0,6.58920836442735,3.09951721251995,4.859412650326793,58.0,47.3
40,female,high school,6.47,85,275,90,0,3.0,7.880128066473294,2.885700214605797,1.0,65.0,28.9
15,female,high school,6.65,152,142,151,0,6.0,5.9684278482249145,2.252775093143267,1.0,83.0,28.9
20,female,bachelor,9.1,129,360,168,75,4.0,6.520115850652083,1.934521598482852,3.743890352712028,59.0,39.4
26,female,high school,6.31,138,213,608,138,1.0,7.08534213815706,2.811984945502372,1.1850803274201271,83.0,29.7
21,female,bachelor,11.5,238,347,201,152,0.0,7.0526431981884885,1.0,2.324724220992396,72.0,53.7
34,male,high school,6.94,156,79,509,85,3.0,8.817237228146205,3.084038634352707,1.0,59.0,30.7
25,female,bachelor,11.81,184,303,12,232,3.0,5.193120113980029,1.0,1.1073320094034127,71.0,49.2
48,male,bachelor,11.98,276,398,33,102,3.0,6.74609700531233,1.0,9.967998963626544,75.0,61.8
17,male,high school,6.0,110,190,139,33,5.0,7.268112126393439,3.1250048390005687,1.0,71.0,25.5
25,female,master,1.87,42,747,47,199,5.0,8.506396483677083,5.0,9.791988602701396,49.0,25.5
24,male,bachelor,7.39,220,148,57,100,4.0,7.406582629605698,2.0244477887973904,6.027697812268077,58.0,38.1
17,female,high school,4.12,74,228,54,47,5.0,8.552412523807556,2.1277602664645427,1.0,63.0,19.2
21,female,bachelor,4.77,72,204,210,140,5.0,8.031264974770412,4.068831525491164,9.81438885616184,64.0,20.3
33,male,phd,11.52,206,236,10,134,5.0,4.792525602428627,1.149669305884398,1.7850403988570072,71.0,49.3
27,female,high school,8.58,195,550,56,21,0.0,8.368330474456313,2.6163121768469813,7.441300504457444,65.29930112427833,49.0
27,female,master,8.85,203,268,34,63,7.0,6.97758534379824,2.290290481334305,9.569405570503816,52.0,36.68415185296776
28,male,bachelor,9.29,159,287,190,117,0.0,6.734639756001736,2.702368609237681,1.3534221924112462,69.0,41.0
22,female,high school,5.32,180,1201,123,112,4.0,7.601100552832178,4.102739415475725,1.9713115540291868,71.0,56.0
20,male,high school,3.4,78,428,546,98,2.0,6.51224170082035,3.979921284676042,10.0,71.0,22.9
30,female,high school,7.96,155,1191,208,130,2.0,6.762767000745854,2.875603122706859,7.214748567072019,76.0,60.5
29,male,high school,7.55,83,139,51,154,4.0,7.054409630207243,3.1214613147949644,2.947656624363716,73.0,26.6
19,female,bachelor,10.9,235,290,116,62,4.0,6.081520572684372,2.036119204306372,5.897306728993756,70.0,50.5
22,male,high school,6.69,208,428,107,35,2.0,6.430633350373779,1.843849404987922,3.115816458845465,64.0,42.2
24,female,bachelor,6.26,148,196,163,289,3.0,6.107514713711793,2.0593355563504154,6.039333285561763,48.0,30.8
42,female,high school,2.72,73,155,85,196,0.0,8.622344391442944,2.7584252661875603,7.3767854728181375,69.0,16.1
34,male,master,11.35,152,513,76,233,2.0,7.457743656822279,1.0,10.0,67.0,51.7
21,female,bachelor,10.33,168,174,181,37,1.0,6.289238145185021,2.8466299613025505,3.25184149028042,68.0,40.7
22,female,bachelor,9.98,229,643,48,0,4.0,6.876212364969984,2.065635770094401,9.809386333370377,52.0,57.6
14,male,high school,6.89,191,134,189,26,3.0,7.81822636588848,3.9685794043440574,1.0906679231015282,54.0,33.2
27,male,master,10.25,209,220,92,196,3.0,7.722086416146208,1.9057186333757348,1.0,76.0,45.5
39,male,high school,5.1,74,251,95,117,4.0,8.316286618033967,3.0383981814798293,1.01091627529943,65.0,24.1
28,male,bachelor,8.99,160,179,113,25,4.0,6.526027186228225,2.0830877895108166,6.93077948280871,72.0,37.6
21,male,bachelor,4.53,151,266,214,0,4.0,7.942126530495789,5.0,1.0,65.0,27.9
21,female,bachelor,4.75,112,180,49,131,2.0,6.847362939555244,2.937272019200896,3.1151166633296308,65.0,22.9
45,female,master,6.31,148,210,29,0,3.0,7.517262864973835,2.991223125934474,5.0212851064956805,74.0,32.4
20,female,bachelor,4.24,99,169,152,0,6.0,10.119149019964343,3.167787489627139,1.0,60.0,20.4
21,female,bachelor,5.97,142,363,302,301,3.0,4.382795138774295,2.9060817768495286,3.8716576167840815,66.0,33.0
23,female,master,9.88,252,342,193,14,3.0,4.274997630687789,1.9641814497446264,2.0405738617010685,60.0,51.5
16,female,high school,3.98,87,164,96,0,1.0,7.866764494731238,2.786059665142389,3.29139923386664,65.29930112427833,18.2
22,female,bachelor,4.99,91,140,219,0,5.0,6.489747481681932,3.148625752415735,1.0,62.0,20.9
17,female,high school,3.75,116,88,48,147,0.0,7.201308646379428,3.696479561012724,1.3627883155175344,67.0,18.1
21,female,bachelor,8.25,162,351,110,170,4.0,8.098593912866969,2.021155402050149,3.8806037214841553,60.0,40.0
30,female,master,7.83,143,965,52,132,5.0,7.204144034722242,3.1844631478143968,6.765887949429501,78.0,53.4
24,female,master,0.82,30,114,116,308,7.0,9.693207183037408,4.298989097559562,1.0,56.0,5.6
20,female,bachelor,8.48,159,222,107,45,1.0,6.581851418461239,1.0,10.0,63.0,36.8
35,male,bachelor,7.42,141,95,24,131,4.0,6.636876242366801,2.052807108774644,1.0,61.0,31.0
38,female,high school,6.39,152,371,163,0,6.0,7.303540361448768,4.280639867681494,9.65894477581129,79.0,36.3
29,male,master,9.95,216,421,103,133,2.0,4.085625403545603,1.9068450655581128,8.07155955791033,67.0,50.9
19,male,bachelor,5.37,70,459,58,223,4.0,8.52134520806943,3.081572558809149,6.0722009355633055,65.29930112427833,27.5
24,male,master,4.36,105,540,537,0,1.0,8.875135285269272,3.774659360721246,1.0,50.0,31.4
18,female,high school,13.15,288,291,52,0,2.0,5.88743444901853,1.0,6.994871289621429,68.0,60.3
37,male,high school,6.71,73,918,51,102,0.0,6.491367009273918,2.84829155697405,3.295636611543984,74.0,44.3
25,female,master,5.19,134,472,23,109,3.0,8.110390257382107,1.932466992615492,9.056676538082971,66.0,33.6
35,female,bachelor,11.15,169,186,317,33,2.0,5.483069525993451,1.0,9.169692763852684,76.0,44.1
29,female,bachelor,3.25,87,187,79,159,6.0,7.970499337627346,5.0,1.5985014966991695,60.0,18.4
30,female,bachelor,8.23,170,260,421,91,7.0,7.213171951811996,3.335354201620388,1.703913307254896,79.0,38.6
24,female,master,6.99,147,327,71,354,4.0,7.341628127593447,3.04735553473538,9.996784595750674,88.0,36.68415185296776
29,male,phd,5.4,149,148,69,155,2.0,9.011098236437372,1.839495411342244,10.0,61.0,27.7
23,female,master,9.29,200,1137,605,0,4.0,5.796751865170846,1.0464958102488733,10.0,61.0,65.9
38,male,high school,6.76,89,231,73,191,2.0,7.840380867501858,3.922060344783249,1.179975557879838,80.0,36.68415185296776
23,male,bachelor,8.93,165,268,140,102,4.0,8.743549714663576,3.03157342699059,1.9666531125562907,81.0,36.68415185296776
15,female,high school,5.76,139,220,91,144,3.0,7.128288099842888,3.002403125628881,3.161893842090933,60.0,28.3
26,female,high school,3.97,63,272,121,170,5.0,7.665854330596832,4.190045201196647,3.912351350545349,61.0,19.9
32,female,high school,11.31,219,945,61,72,3.0,5.346030151961158,1.984051906029657,8.96995890363223,62.0,68.2
38,male,bachelor,6.19,149,213,158,97,7.0,6.039086856553524,5.0,9.661883682122864,52.0,32.3
20,female,high school,4.84,108,821,278,134,4.0,7.753794078141733,4.093392214599207,7.877625213019456,56.0,39.3
27,female,high school,10.35,206,513,63,30,5.0,6.739005147140174,1.0890046205627897,8.864586148163154,55.0,53.5
40,female,bachelor,8.07,228,236,184,126,3.0,8.541941053464473,1.0,10.0,57.0,44.1
21,female,high school,11.13,250,141,132,105,6.0,5.769977624245799,1.1983656912849598,9.607063540961642,65.0,48.8
32,female,master,1.68,28,138,110,160,3.0,9.30704649250686,2.9474464020004114,1.0,67.0,8.4
23,female,bachelor,7.79,158,112,118,129,1.0,8.163156574500988,3.772103988783096,8.271525778489607,65.29930112427833,32.1
47,female,high school,2.28,15,201,131,133,5.0,9.149700402193266,3.22333308568459,2.7893505688075995,65.29930112427833,12.1
22,female,bachelor,14.52,226,772,93,110,4.0,6.560303535635955,1.1605246788126071,7.955943437607404,75.0,70.7
50,female,master,8.09,185,89,76,67,7.0,9.195850259280643,1.2738936970153882,1.0,63.0,37.5
26,female,master,5.53,155,268,289,0,2.0,5.897911600726575,4.896741678631795,1.1413449133357043,65.0,36.68415185296776
17,male,high school,5.92,101,95,114,0,0.0,6.852174377953737,4.72299430294767,1.3747860328688473,72.0,22.1
19,male,high school,6.96,121,342,94,112,4.0,5.88208469109559,2.1072999803438006,3.041440568500621,54.0,33.2
17,male,high school,7.58,147,217,239,0,4.0,7.426631658005395,2.117207296429896,1.0,69.0,33.1
34,female,bachelor,10.28,239,258,111,188,3.0,6.622349767191112,2.8831771848066525,1.0533454435191116,67.0,50.0
22,female,bachelor,6.05,120,519,65,0,3.0,8.29424666282339,3.995840914744416,8.960633149973845,70.0,35.3
47,male,master,14.88,273,232,294,253,2.0,4.961987611931148,1.0,2.1974744393852728,68.0,64.3
27,female,master,8.11,173,254,270,363,2.0,6.989998684288003,2.9800693390381405,8.17020435442552,90.0,37.9
24,male,bachelor,6.73,118,348,280,116,4.0,7.219916795087243,2.073937419848413,5.033465796912256,59.0,32.9
25,female,bachelor,4.37,85,209,39,168,3.0,6.632352777341717,2.930872897823003,10.0,60.0,21.0
27,female,bachelor,7.46,162,123,21,109,0.0,8.481817782598162,2.7203203745539675,1.0,59.0,32.9
49,male,master,6.61,129,38,40,79,3.0,9.355646089287816,1.9575915118278264,4.901269830838893,59.0,27.9
29,female,master,2.2,49,268,308,49,6.0,9.65790743246457,3.2379499526757,1.0,59.0,36.68415185296776
21,male,high school,6.58,114,294,505,115,1.0,8.27115961018994,2.864366717756492,3.2046897287873235,77.0,30.0
34,male,high school,2.88,36,258,197,66,2.0,9.092328561491405,3.834745366545791,1.0,79.0,14.9
45,male,master,2.97,49,271,99,110,2.0,10.615569697445762,3.9840934561899823,4.152930970034353,59.0,18.1
25,male,bachelor,4.75,108,184,125,57,3.0,7.931462547469687,4.0523248801321765,1.0,65.29930112427833,23.3
34,female,bachelor,4.6,67,63,195,195,2.0,10.35292813172904,2.848389552764824,2.136083455627107,70.0,16.9
27,female,high school,12.85,299,456,203,0,1.0,5.196506342553013,1.0,10.0,59.0,65.8
25,female,master,4.07,125,244,57,180,5.0,8.161141501452494,5.0,7.822991568975159,71.0,24.3
23,female,bachelor,11.62,177,67,186,243,4.0,8.027655429751523,1.113570947671767,1.0,67.0,42.0
24,female,bachelor,4.4,83,101,191,64,2.0,7.273228221432135,2.8753185796419816,3.1140118368641083,50.0,18.4
39,male,high school,7.79,106,89,103,155,3.0,6.12784849052644,4.012757365469528,4.011387576768421,80.0,28.6
22,male,high school,4.77,93,314,78,123,1.0,8.700813455744752,3.962131002133576,1.0,83.0,24.4
34,male,high school,9.39,122,263,34,169,4.0,6.192654804906375,1.0571830174304535,6.00454051873671,65.29930112427833,38.3
17,male,high school,3.85,79,172,250,146,7.0,9.342626606962863,4.259946536556166,6.600844801492735,65.29930112427833,17.5
28,female,bachelor,12.97,245,372,115,88,1.0,6.634147259629793,1.0,3.332201403530384,68.0,59.2
26,female,bachelor,4.35,76,374,123,94,3.0,6.982684102662538,3.984367979516001,1.1603078964512723,68.0,24.3
18,male,bachelor,3.09,66,652,72,141,3.0,9.711994958684649,4.94581353779113,1.0,65.29930112427833,26.7
25,female,bachelor,6.77,102,210,256,138,5.0,7.622802554295504,3.153890915325362,6.867011266892613,85.0,27.5
24,female,bachelor,4.54,87,209,71,111,5.0,8.492802363743372,3.069089608948276,7.850400360845813,63.0,21.4
32,female,master,13.23,193,265,129,190,0.0,5.28086386194158,2.6991097506004262,8.426046771456193,65.29930112427833,53.4
44,male,bachelor,3.1,68,236,125,35,2.0,8.849264246882992,2.930067969952116,1.0,51.0,19.3
30,male,phd,10.0,295,1198,40,102,0.0,6.040897977123207,1.6446429013737476,6.435583662408763,58.0,78.0
33,female,master,8.0,180,257,104,24,5.0,6.264725943017468,2.1769680415343897,1.0,65.0,39.5
33,male,master,12.69,136,431,47,102,3.0,5.005489453507909,2.871441306455849,9.008492263482722,83.0,36.68415185296776
18,female,bachelor,6.14,147,165,70,225,1.0,10.439114124295322,4.725704858603803,1.0,60.0,28.7
44,female,high school,14.89,284,491,35,58,2.0,3.5417946049410816,1.0,10.0,65.29930112427833,71.6
19,female,high school,8.38,181,596,164,126,4.0,7.087314262668225,2.06626821047886,1.0,65.0,47.8
41,female,bachelor,7.63,109,368,266,240,7.0,8.35197510444942,3.3578421292845366,2.5731321349971914,65.29930112427833,35.8
33,male,high school,11.68,301,268,138,28,7.0,8.026980491014573,2.294460087286147,9.624509575659076,90.0,36.68415185296776
17,male,high school,3.91,73,93,216,232,2.0,8.035344806637664,2.879828050765577,6.223509367707203,60.0,15.3
16,male,high school,5.73,122,95,100,144,0.0,5.7988608303312,3.7613655063501,10.0,60.0,23.7
33,male,master,11.44,266,436,251,0,3.0,4.343545514383894,1.0,8.06555100414187,75.0,59.3
30,male,bachelor,4.14,76,768,2,100,4.0,8.082853922302787,3.058895776305213,3.978738133474146,72.0,34.1
23,female,bachelor,8.22,156,828,128,0,5.0,6.499559365198071,3.071837349036883,1.0,83.0,51.1
20,male,high school,4.57,129,380,321,20,0.0,8.81081602671319,1.7365159697946306,4.344820771438518,71.0,28.8
22,female,bachelor,4.61,76,483,35,90,7.0,9.183099101465224,3.285087132835697,5.521994467546694,61.0,27.5
13,male,high school,9.74,200,124,319,55,5.0,7.988631830536311,2.0915962658621803,1.0,71.0,40.0
25,male,master,10.66,301,181,74,166,3.0,6.9068750638647085,1.0,9.994897240182697,76.0,53.1
19,female,bachelor,5.89,79,355,108,125,3.0,6.42092207902342,1.9799678573991168,1.0,73.0,26.9
21,male,bachelor,3.73,103,199,42,75,1.0,5.646633030151687,3.871043788164575,4.106609396176411,70.0,20.2
40,female,master,6.17,126,465,112,98,4.0,7.65658287500988,2.9716433481847533,1.0,76.0,36.2
34,female,high school,7.62,181,505,43,119,3.0,6.555820071633935,3.9682379293562815,9.907563290380976,77.0,44.7
31,male,high school,6.16,128,102,73,142,3.0,8.292195447689256,4.934027254755961,1.0,79.0,26.3
30,male,bachelor,5.09,92,417,49,83,1.0,7.079677620003456,2.855759190456433,3.2973641601643804,71.0,28.8
24,female,bachelor,4.59,107,632,191,0,5.0,8.589184595203303,4.169505265194258,1.8820074842798016,63.0,34.0
34,male,master,4.79,38,807,84,0,7.0,8.779849710423415,3.3169729413815983,4.559091735971651,66.0,33.9
33,female,master,10.57,134,353,75,60,5.0,6.264613453394533,2.096617999031178,1.0,77.0,36.68415185296776
26,female,master,10.67,157,300,254,0,7.0,7.851152824898647,1.335852478275172,6.5414205057166175,57.0,44.6
24,female,bachelor,6.75,65,295,144,35,0.0,6.5912760011050056,2.6558798975136937,1.312946331707292,69.0,26.8
23,male,bachelor,7.04,107,612,196,0,0.0,7.399403274688606,1.6456209087712217,3.378115295544419,61.0,39.3
33,female,master,6.45,121,306,48,40,2.0,7.851748108864345,1.8283621811492805,10.0,65.29930112427833,32.1
34,female,high school,7.17,133,125,60,117,3.0,7.121452070438077,2.9703666342247894,2.0177422971311003,78.0,36.68415185296776
37,male,master,12.73,282,79,584,0,2.0,6.489214996638062,1.0,7.026615823944759,67.0,55.2
23,female,master,6.76,161,564,185,0,4.0,5.228875723257589,4.903123394637417,4.021403135400634,65.0,41.8
31,male,high school,8.38,199,195,260,36,2.0,7.718150271095561,1.9582928727383653,4.18459768592785,51.0,40.7
22,female,bachelor,2.96,67,223,117,241,0.0,7.496940012142867,1.7389420537597815,3.4202505044791627,72.0,15.9
20,female,bachelor,8.96,184,268,279,255,2.0,7.240334662567964,1.0,1.2470263844435137,71.0,36.68415185296776
48,male,phd,5.11,76,169,523,176,5.0,6.276548624409957,4.1368570104491305,3.758236754043475,87.0,22.3
50,female,high school,8.82,143,274,0,86,2.0,8.061232232637723,1.9467820018782973,4.115120799831923,62.0,40.4
27,female,phd,6.76,118,203,280,44,3.0,5.60120663017127,3.0020124255064475,1.885692750938577,67.0,36.68415185296776
29,female,bachelor,6.94,174,522,79,153,3.0,7.641258471281305,3.0269940278688328,1.0,67.0,42.8
22,female,bachelor,5.66,107,241,43,0,3.0,7.581262499055415,2.903728043271279,1.0,81.0,25.9
36,female,high school,5.92,113,1147,160,115,5.0,8.976582255343668,3.111109400177731,6.907352016080325,64.0,51.9
21,female,bachelor,6.76,169,408,615,119,0.0,6.464345259094685,1.6861518324246836,1.2577651831853498,68.0,36.68415185296776
30,female,high school,3.81,90,439,49,0,5.0,8.160820039270762,3.217688672186867,9.903964858138572,71.0,26.1
24,female,bachelor,7.1,123,300,83,70,4.0,3.875985951216357,3.083893160512224,5.0793739123481165,65.29930112427833,32.8
33,male,master,4.41,108,587,301,48,7.0,7.759529595939946,1.433929428576049,4.606405607906872,65.29930112427833,33.4
23,male,master,5.59,128,800,116,88,4.0,6.169951133929495,3.028544541667032,9.849896122488977,67.0,42.3
24,female,bachelor,5.14,94,204,437,194,2.0,6.595133468986533,4.855922020560262,7.132688646398522,76.0,23.0
23,male,bachelor,3.21,113,265,63,68,3.0,7.135398647836396,3.964899042811377,3.859138578348576,55.0,22.1
32,male,master,15.41,284,374,35,131,6.0,5.081096530853399,1.2806121666025363,9.714709989876374,66.0,68.8
28,female,bachelor,4.13,63,322,34,13,7.0,10.733192741807692,2.2732729646594,4.67690543897415,58.0,21.8
46,female,high school,12.42,245,91,281,66,3.0,6.670343825431378,1.0,9.034418888795273,77.0,52.1
40,male,high school,4.58,80,858,28,49,4.0,9.627467449789346,5.0,3.908035477841025,50.0,39.3
39,female,high school,8.04,192,458,26,31,2.0,5.357910221865201,2.894130569204486,2.1859978077631275,59.0,46.5
26,female,bachelor,15.09,285,117,81,88,5.0,4.318604343988658,1.099189738911527,9.872575771843096,69.0,60.9
30,female,master,4.14,91,232,357,0,1.0,9.651539496267578,2.8054065341521,2.117512771602761,81.0,21.5
34,female,high school,4.96,83,269,304,105,4.0,7.967876248841279,4.042919888270325,1.0,65.29930112427833,24.5
41,male,high school,3.33,68,298,87,286,1.0,9.106371473696814,4.811892854563886,9.445184026541517,59.0,20.9
34,female,bachelor,8.74,178,295,71,37,3.0,7.38409352026504,2.01921621564877,1.0,84.0,41.6
13,female,high school,5.66,187,349,83,62,2.0,7.301333750972903,2.980187132875601,1.0,51.0,35.5
29,female,bachelor,1.43,33,171,253,124,3.0,7.942307414882588,4.93001863660765,1.0,43.0,9.5
17,female,high school,7.89,154,442,84,217,6.0,6.583971246639885,1.1920946242920234,7.806074938481615,69.0,40.2
37,male,master,7.59,149,230,12,0,3.0,8.119852651418839,1.930789779820825,4.996207765883069,60.0,35.7
29,female,high school,14.88,296,248,513,0,4.0,5.687209946599749,1.0612800951990065,8.947257472585951,55.0,65.3
28,male,master,6.5,96,79,158,208,2.0,8.749701612852885,4.865238258268827,1.0,72.0,23.7
31,male,phd,12.14,240,466,93,132,2.0,6.807320911063897,1.0,5.083946614128432,67.0,59.5
27,female,master,3.24,97,421,251,112,6.0,7.673863589840108,3.2668756510536485,3.711800757358674,59.0,25.0
17,male,high school,5.85,146,116,169,166,0.0,6.511916790949523,3.6060948596606295,1.3344207841076643,52.0,26.8
13,female,high school,6.45,122,413,136,227,6.0,8.028147172633583,4.236283300011444,1.0,74.0,32.8
30,male,bachelor,2.3,36,267,151,0,3.0,9.878315744841906,2.9490310222962406,1.0,72.0,13.6
39,female,phd,5.64,126,836,64,186,4.0,9.52305568220979,4.0749461317371125,9.82863718619657,64.0,44.6
24,male,master,11.3,198,899,162,147,2.0,6.77635646575898,1.0,10.0,83.0,63.8
14,female,high school,16.45,312,185,138,147,0.0,6.147163851371297,2.792199493366204,5.494027532186489,54.0,67.5
26,female,bachelor,10.62,239,320,599,115,6.0,6.365062245751093,3.257358336433424,5.724317160059145,50.0,52.1
20,female,high school,5.8,117,98,132,21,7.0,7.504728387239217,2.3199965565553,2.5847005655145865,58.0,23.9
13,male,high school,3.44,111,396,96,158,6.0,8.280924385936462,3.251355591421914,1.0,65.0,24.6
22,male,bachelor,14.3,260,200,72,15,5.0,6.5145132785725055,2.094528638576042,9.8115882150795,65.29930112427833,58.7
17,female,high school,4.88,133,268,114,162,3.0,5.320206543741255,2.9410591870066702,1.1867221343418826,63.0,36.68415185296776
31,male,bachelor,6.97,152,80,61,0,1.0,6.145049203243997,1.8498928975884923,10.0,69.0,29.9
18,male,bachelor,8.39,238,152,315,55,5.0,6.117699489588004,2.0934232047962205,3.880293549139785,52.0,41.7
41,female,bachelor,3.62,30,108,61,19,6.0,5.930317676449561,4.283976057864313,4.65737257536666,65.29930112427833,12.9
18,female,bachelor,4.89,113,382,285,0,3.0,8.780991432322661,3.955860821177083,5.077526640612087,64.0,28.3
27,male,phd,6.9,101,301,35,0,4.0,9.385596123425133,3.077019737830924,2.952774120371643,76.0,30.4
24,female,bachelor,5.98,155,220,118,253,3.0,8.904475021397857,3.0770028507038893,1.0,68.0,30.7
23,female,master,15.31,328,306,138,147,7.0,6.0715779052753245,1.2562677814247634,9.571087446935532,70.0,69.6
23,female,bachelor,14.0,241,360,72,114,3.0,4.201828068828389,2.9754784622833736,4.986237087092964,71.0,60.5
30,male,bachelor,12.29,293,364,80,110,5.0,6.909934996991124,3.184518820166516,4.846841997205504,69.0,61.6
34,female,master,4.59,79,275,95,5,2.0,8.683736266208044,3.939719600588203,1.0,71.0,23.2
38,male,bachelor,9.45,160,451,253,147,7.0,7.446388936929424,3.2751881836162,9.60105504412558,78.0,46.3
47,female,master,6.35,123,388,90,219,2.0,6.955384976815965,1.866319209268284,1.1667737928038282,67.0,35.3
34,male,master,6.42,146,151,221,153,2.0,7.691675265903616,2.880498934517124,6.140759184223543,72.0,30.1
42,male,bachelor,5.0,63,248,108,149,4.0,9.75499726672864,5.0,1.0,64.0,23.1
37,female,high school,5.44,106,48,63,136,1.0,8.753206644134352,3.798315794729621,1.0,79.0,21.8
36,male,high school,3.89,48,231,159,207,2.0,8.800563895162316,1.8960615157685496,10.0,58.0,18.4
14,male,high school,6.76,165,173,607,43,0.0,6.134932091103113,3.7110471204046886,10.0,83.0,36.68415185296776
48,male,high school,6.02,82,87,147,151,2.0,6.3047179378187606,2.927433159384176,4.168723102378759,65.0,23.6
23,male,bachelor,5.07,70,92,194,1,4.0,8.591111872492826,5.0,9.982390398890626,51.0,18.5
14,male,high school,7.22,217,322,381,25,6.0,7.482335810122883,3.1615226149934976,9.75278281438437,66.0,40.7
19,male,bachelor,8.2,272,118,70,0,3.0,5.896892875453767,1.923599169039385,2.016254154481389,58.0,43.2
35,male,master,7.46,150,157,430,282,5.0,9.289848491296054,3.031879383606876,1.0,73.0,33.1
28,female,bachelor,5.68,146,75,264,210,2.0,6.689152056441799,2.850589660688096,1.1204992568400574,58.0,26.2
34,male,bachelor,4.37,90,237,594,57,2.0,7.067254371964756,2.931853021325985,10.0,61.0,23.0
31,female,master,8.54,242,513,116,43,5.0,6.248373678972112,3.1979976888352644,9.797517224241815,46.0,52.9
27,female,master,4.73,95,616,51,203,1.0,8.374441276111758,2.8465490057084777,1.0,60.0,33.2
46,male,high school,7.42,148,527,94,78,1.0,7.731994841163391,2.8400026975796524,10.0,41.0,44.1
29,female,high school,13.61,186,464,135,94,3.0,5.2327495039419984,1.0,6.9489060318569855,49.0,58.7
27,female,high school,6.57,113,682,56,216,1.0,7.130472322181929,3.8510168152933177,5.293156434604504,73.0,40.5
26,female,master,5.79,138,150,113,242,4.0,6.892787419411463,4.066238929491987,1.0,73.0,27.1
31,female,phd,2.14,36,533,98,0,4.0,8.966571393031014,5.0,1.0,69.0,20.1
42,male,high school,5.9,137,42,232,18,2.0,7.030140865896008,1.887233465435539,2.0292539827521856,55.0,26.5
24,male,bachelor,4.14,73,207,34,150,7.0,9.087779927386125,5.0,4.837161428581329,65.0,19.2
32,female,high school,1.27,27,115,171,92,3.0,9.232305009607662,5.0,1.0,65.0,6.8
30,female,high school,4.8,131,149,39,202,1.0,7.470029596608117,3.849043251857826,1.0,53.0,25.1
28,female,high school,7.06,171,152,154,86,6.0,8.658921962064941,3.111119739258318,9.809205267904522,80.0,33.0
17,female,high school,9.52,170,158,131,269,2.0,4.443434249069643,1.0,5.226703231161126,74.0,38.0
16,female,high school,10.22,248,307,132,5,2.0,5.514909535703015,2.8857803321989186,8.211899728248016,63.0,50.4
41,male,bachelor,12.18,202,290,11,218,3.0,4.540855135361512,1.0,10.0,65.0,52.9
26,male,phd,6.19,119,328,564,0,4.0,8.737918962566601,2.9777793662789973,7.038853757923103,67.0,31.1
15,female,high school,5.59,136,550,617,55,6.0,7.142255831285211,3.211414948833,1.0,45.0,36.5
35,male,master,8.53,142,116,137,156,4.0,6.416782687443299,3.053602598178805,6.947750611628981,63.0,34.2
21,female,bachelor,5.26,102,571,120,8,5.0,7.802489399553909,2.066659565843911,4.843500244705259,58.0,33.5
33,female,master,9.38,135,210,108,146,3.0,7.988752964617284,1.89837636609645,9.012965688535925,55.0,38.1
32,male,master,7.52,213,1003,248,114,3.0,7.932231995353779,3.99637134874754,6.96450733827851,62.0,60.2
32,female,high school,8.01,126,87,365,107,3.0,6.981320530208734,3.015625631294204,10.0,83.0,30.0
